track,artist,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Intro : Persona,BTS,1e45vYKAMljTZUQUotLdq2,0.486,0.871,9,-4.475,0,0.337,0.0278,0.0,0.313,0.659,85.411
Stay,BTS,5YbEHfUUvXsUsg7qNYXUpP,0.583,0.69,6,-5.048,1,0.0464,0.114,0.0,0.124,0.35,125.904
Moon,BTS,7xuswKr3R30Cm46LbkOsno,0.704,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.219,0.64,141.87
Jamais Vu,BTS,7FhCf28FnHIt3FPRyWzRNG,0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.241,81.0
Trivia 轉 : Seesaw,BTS,0KB5bwjunSShEpHgUgj4NV,0.707,0.739,5,-6.07,0,0.034,0.172,0.0,0.102,0.685,106.995
BTS Cypher PT.3 : KILLER (Feat. Supreme Boi),BTS,1XkVZKfViRyaQcBWUEVwrd,0.798,0.919,7,-3.28,1,0.333,0.0216,0.0,0.641,0.655,140.053
Outro : Ego,BTS,47Qw0zTwJKA2CJgtueJqml,0.809,0.896,0,-3.463,1,0.0958,0.012,0.000317,0.0818,0.482,116.994
Her,BTS,56ymD9oPodUTG8oHhauCMx,0.681,0.929,7,-5.681,0,0.24,0.306,0.0,0.0605,0.447,89.931
Filter,BTS,2ZXXwpomdj8xBYl352iyKH,0.779,0.762,10,-5.188,0,0.0631,0.0224,0.0,0.121,0.859,110.043
Friends,BTS,7b3Fx7XAPJDk7fYlti24ZH,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.649,79.979
Singularity,BTS,3WMLle4WsAKsZ9G1a5L8c9,0.785,0.259,1,-9.68,0,0.092,0.568,0.00412,0.111,0.206,104.018
00:00 (Zero O'Clock),BTS,6aIJhrO0Y4zeDLxLkj2NXk,0.56,0.547,1,-6.456,1,0.0675,0.0806,0.0,0.11,0.199,157.962
Euphoria,BTS,2r8F0VYPom2XP4cKAzWLLE,0.635,0.79,2,-4.897,1,0.0336,0.404,0.0,0.0919,0.577,104.936
Dimple,BTS,58yMMEtAYdyWIr2UEPwmNo,0.61,0.846,5,-4.658,0,0.0729,0.146,0.0,0.286,0.64,134.907
For Youth,BTS,4JzCFEc3O2UEdjKzevvFH5,0.633,0.511,2,-5.665,1,0.0368,0.434,0.0,0.248,0.29,116.855
Life Goes On,BTS,5FVbvttjEvQ8r2BgUcJgNg,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068
Fly To My Room,BTS,1NHl9g36Ebu3g16y0vtUNV,0.764,0.526,11,-7.355,1,0.212,0.0484,0.0,0.0718,0.588,114.91
Blue & Grey,BTS,7Ki0hse0IfXEcXUlpyECbJ,0.547,0.605,8,-6.755,1,0.0415,0.42,0.0,0.125,0.364,121.953
Skit,BTS,16SFlxZd0oH4YA7KvCQlsG,0.703,0.321,4,-13.135,1,0.884,0.864,0.0,0.908,0.544,114.822
Telepathy,BTS,6Fnvi5QnVkTskSzeRvvQds,0.787,0.669,5,-4.333,0,0.0428,0.00782,0.0,0.123,0.57,104.994
Dis-ease,BTS,0hxeouHqP3qzpTHerA7ha2,0.731,0.845,8,-5.352,1,0.132,0.0132,0.0,0.0782,0.484,101.085
Stay,BTS,0TdWVbcerMAcvljXrl9gpG,0.582,0.693,6,-5.048,1,0.0465,0.114,0.0,0.13,0.341,125.904
Dynamite,BTS,5QDLhrAOJJdNAmCTJ8xMyW,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044
INTRO : Calling,BTS,5raJ9QoZOdoRZ1MZOcygkR,0.486,0.61,10,-12.063,1,0.0348,0.582,0.791,0.144,0.0806,144.992
Stay Gold,BTS,3Ys2PYl1wyPKQIwyqhP9cQ,0.723,0.634,1,-5.415,1,0.0542,0.0892,0.0,0.0787,0.582,129.017
Boy With Luv - Japanese ver.,BTS,1GAAUZBTaIM1LwNpOJQJrZ,0.673,0.855,11,-4.65,0,0.089,0.0661,0.0,0.209,0.78,119.917
Make It Right - Japanese ver.,BTS,6P0Ni8GrnwRScC4uk8tKqM,0.571,0.703,7,-7.401,1,0.468,0.0163,0.0,0.262,0.238,104.067
Dionysus - Japanese ver.,BTS,6j0NiWoRQDiNC05RwVVZNa,0.455,0.893,7,-3.712,1,0.148,0.0218,0.0,0.358,0.588,175.992
IDOL - Japanese ver.,BTS,2vYF5MHeCNtqCVastthDAo,0.705,0.754,6,-5.453,0,0.0895,0.000331,0.0,0.129,0.422,126.014
Airplane pt.2 - Japanese ver.,BTS,4EeVAiJtyblHzvkN9sZCmM,0.752,0.782,0,-5.173,0,0.0297,0.04,1.04e-06,0.0841,0.901,139.994
FAKE LOVE - Japanese ver.,BTS,4jTEbIwCMcHSwlSEiR4NlQ,0.546,0.682,2,-5.628,0,0.039,0.00362,0.0,0.295,0.433,154.923
Black Swan - Japanese ver.,BTS,5smmjzMNkj4YSacTBH6taZ,0.714,0.736,2,-5.724,0,0.0819,0.166,0.0,0.133,0.536,147.037
ON - Japanese ver.,BTS,2hhizKAVm9wNn0d2N05jkG,0.598,0.821,9,-5.653,0,0.114,0.119,0.0,0.298,0.428,105.991
Lights,BTS,3TDUktzfYXMWjkWqwoT5F1,0.608,0.644,5,-5.588,1,0.0314,0.156,0.0,0.124,0.431,99.005
Your eyes tell,BTS,3TZ7NHkMT82AhwuYsd00Hz,0.449,0.491,9,-6.433,0,0.029,0.279,0.0,0.0654,0.258,139.923
OUTRO : The Journey,BTS,0VF357Gjay5vvCqWA1kSu6,0.523,0.455,9,-14.26,0,0.0632,0.704,0.459,0.135,0.165,136.959
Intro : Persona,BTS,7incJHhOl108CJBxylqc1z,0.486,0.871,9,-4.475,0,0.337,0.0278,0.0,0.313,0.659,85.411
Boy With Luv (Feat. Halsey),BTS,7lrqvdivAYRGEiO8JFP31G,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947
Make It Right,BTS,30YLyzfEjMQsXj4ZFslAmT,0.639,0.706,7,-7.874,1,0.448,0.0104,0.0,0.132,0.259,105.782
Jamais Vu,BTS,0PpNBEXkjalflGCMMsBV5B,0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.241,81.0
Dionysus,BTS,5LvqzuJCNpi2pNkJAX8mBT,0.502,0.91,7,-2.769,1,0.107,0.04,0.0,0.319,0.588,176.084
Interlude : Shadow,BTS,7om4LRoSct9hiMPo0fPn7m,0.384,0.798,9,-6.439,0,0.434,0.115,0.0,0.181,0.146,149.854
Black Swan,BTS,2EmcTFQ1rM11wp2ztsXTHa,0.719,0.757,2,-5.167,0,0.0849,0.137,0.0,0.129,0.489,147.024
Filter,BTS,4bZZVcgWWMWPBwzTTp642w,0.779,0.762,10,-5.188,0,0.0631,0.0224,0.0,0.121,0.859,110.043
My Time,BTS,0YJFlxeHMUr9MxSDQVuQJA,0.674,0.641,0,-5.139,0,0.0339,0.149,0.0,0.0925,0.664,99.91
Louder than bombs,BTS,4Aw8n6r2vuU0KUo1a2nftp,0.643,0.667,0,-6.947,0,0.151,0.0432,0.0,0.0904,0.478,145.999
ON,BTS,0fZRNhPJ4AGmwY7rkpdbqK,0.583,0.817,9,-5.146,0,0.099,0.118,0.0,0.338,0.437,105.935
UGH!,BTS,2QZe2H1f03t5PJWEMg2Mbe,0.72,0.824,10,-5.086,0,0.128,0.0394,0.0,0.0509,0.333,165.996
00:00 (Zero O’Clock),BTS,6fqaMyg066xlukvUJWdM2T,0.56,0.547,1,-6.456,1,0.0675,0.0806,0.0,0.11,0.199,157.962
Inner Child,BTS,25MHcbjvSdcfTiFgbKJiZF,0.589,0.696,11,-7.981,1,0.0725,0.017,0.0,0.0808,0.33,134.953
Friends,BTS,5RjUtRlDonw3TBgGGMLC5b,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.649,79.979
Moon,BTS,6KhAXXgDtEEahVzATvFNcn,0.704,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.191,0.64,141.87
Respect,BTS,2yKBnKOmPXePrbHqRv42r4,0.661,0.838,0,-4.806,1,0.116,0.00491,0.0,0.287,0.526,91.463
We are Bulletproof : the Eternal,BTS,133ocfbXXG4HTk76qgSeUb,0.522,0.574,9,-5.225,0,0.0317,0.224,0.0,0.108,0.176,84.044
Outro : Ego,BTS,2LVw2bIK99go1NdD77dUCW,0.808,0.903,0,-3.106,1,0.0957,0.0121,0.000248,0.0993,0.473,116.988
ON (Feat. Sia),BTS,4JWbH50WabthGhmtduR8b9,0.591,0.848,9,-4.396,0,0.0828,0.137,0.0,0.372,0.385,105.924
Intro : Persona,BTS,2GXWzWPsYlTZcvVW8JIu69,0.486,0.871,9,-4.475,0,0.337,0.0278,0.0,0.313,0.659,85.411
Boy With Luv (feat. Halsey),BTS,4a9tbd947vo9K8Vti9JwcI,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947
Mikrokosmos,BTS,0jSccBRnhNU4KtACMQPvco,0.579,0.858,8,-5.212,1,0.114,0.125,0.0,0.0502,0.475,174.043
Make It Right,BTS,3LSjYk6sFQaLi0MjtWcm8P,0.639,0.706,7,-7.874,1,0.448,0.0104,0.0,0.132,0.259,105.782
HOME,BTS,6Yc3tjFCVR2bfAQFRTZBef,0.633,0.799,7,-4.625,0,0.0427,0.0144,0.0,0.194,0.534,142.991
Jamais Vu,BTS,7cgWWkpUaS94xoWI8lMGiI,0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.241,81.0
Dionysus,BTS,2Wkm4JBcIV2uSuu4qlbqFN,0.502,0.91,7,-2.769,1,0.107,0.04,0.0,0.319,0.588,176.084
Euphoria,BTS,5YMXGBD6vcYP7IolemyLtK,0.637,0.799,2,-4.518,1,0.0338,0.394,0.0,0.0921,0.57,104.996
Trivia 起 : Just Dance,BTS,4YDHRtzm0OGuieCTVQjVuk,0.723,0.906,1,-4.777,0,0.281,0.0929,0.0,0.0771,0.393,125.023
Serendipity - Full Length Edition,BTS,1dS4l6xmdgEhCZTAhdOm4N,0.422,0.578,8,-7.524,1,0.0548,0.443,0.0,0.231,0.227,128.921
DNA,BTS,2ngmiq1KoYn3x25VOmvd8F,0.599,0.775,1,-3.997,0,0.0542,0.022,0.0,0.0669,0.703,129.817
Dimple,BTS,1rLkzFZdokhx6Wcs80uvnw,0.612,0.844,5,-4.694,0,0.0757,0.14,0.0,0.289,0.652,134.872
Trivia 承 : Love,BTS,6bSwpQYEguyMlkCoWiBt3Y,0.761,0.761,5,-5.721,0,0.0899,0.242,0.0,0.103,0.484,121.971
Her,BTS,6FHVHycPPTQp6aAHjLhzFT,0.48,0.927,3,-5.704,1,0.27,0.317,0.0,0.0583,0.45,88.804
Singularity,BTS,2ApfJvLr7RbhJl6NOVhEu6,0.775,0.272,1,-9.126,0,0.091,0.56,0.00278,0.112,0.198,103.991
FAKE LOVE,BTS,6a0gRYXKK0YU69cXaB2RrK,0.557,0.719,2,-4.515,0,0.0371,0.00267,0.0,0.306,0.345,77.502
The Truth Untold,BTS,4eP8Syl3aBEQw3Jy5Bhq0D,0.571,0.422,1,-7.561,0,0.0422,0.374,0.0,0.127,0.169,113.016
Trivia 轉 : Seesaw,BTS,0mZI1NpihIVcho2f9MmqSW,0.707,0.791,5,-4.483,0,0.035,0.179,0.0,0.102,0.674,106.985
Tear,BTS,3smbno1dKL410vC27M5KOS,0.711,0.903,6,-2.723,0,0.246,0.327,0.0,0.0887,0.469,140.02
Epiphany,BTS,6L88EH68XwlaXwvChlTS41,0.508,0.559,2,-6.366,0,0.0276,0.288,0.0,0.131,0.329,135.866
I'm Fine,BTS,7HYJqAMbKDJYRyEfUGOCBB,0.511,0.84,11,-2.781,0,0.103,0.00852,0.0,0.346,0.303,87.605
IDOL,BTS,1e8J3XClxZbFmvIHLI8CE4,0.733,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,0.42,126.035
Answer : Love Myself,BTS,2X3UgVLSA4wYriGIQyYmMA,0.568,0.793,1,-3.749,1,0.0406,0.189,0.0,0.111,0.45,108.051
Magic Shop,BTS,37nOpaUof3d4Xsmr6moAiI,0.531,0.661,1,-5.836,1,0.0907,0.103,0.0,0.0779,0.278,149.934
Best Of Me,BTS,3xYfDSxJhRLDIb1fw71WTw,0.655,0.756,8,-4.388,1,0.07,0.0298,0.0,0.396,0.469,121.936
Airplane pt.2,BTS,60nwvOMLA1uzLHz3CLp4Na,0.77,0.817,0,-4.092,0,0.0339,0.0265,0.000103,0.084,0.866,139.979
Go Go,BTS,4kZoZfj7IBg8eo1JZ2vsGO,0.856,0.617,10,-5.308,0,0.084,0.171,0.0,0.0857,0.759,136.081
Anpanman,BTS,453W8V5Ynwn6Tr28KuOwsO,0.813,0.876,1,-2.92,0,0.0922,0.024,0.0,0.287,0.757,98.989
MIC Drop,BTS,0nUftNWYvNCWnjiyeujCR8,0.667,0.889,6,-4.851,1,0.0917,0.00912,0.0,0.0816,0.541,169.961
DNA - Pedal 2 LA Mix,BTS,0RFxljd297sk7sKm5ZDD5J,0.487,0.956,1,-3.44,0,0.134,0.0352,0.0,0.301,0.482,129.966
FAKE LOVE - Rocking Vibe Mix,BTS,1WjGvMbHE23jEipydV80Mu,0.466,0.804,2,-4.009,0,0.0392,0.0573,0.0,0.432,0.352,154.901
MIC Drop (Steve Aoki Remix) - Full Length Edition,BTS,01380RE6UfsPSdiUIwrCoH,0.606,0.85,11,-3.952,1,0.183,0.0114,1.01e-06,0.206,0.542,170.01
IDOL,BTS,54azQnjuDYDFfImXimGFsA,0.708,0.857,6,-3.394,0,0.0827,0.00219,0.0,0.103,0.449,126.051
Intro: Singularity,BTS,5rNZsITjXf23iFkRA924FV,0.775,0.272,1,-9.126,0,0.091,0.56,0.00278,0.112,0.198,103.991
FAKE LOVE,BTS,6m1TWFMeon7ai9XLOzdbiR,0.557,0.719,2,-4.515,0,0.0371,0.00267,0.0,0.306,0.345,77.502
The Truth Untold (feat. Steve Aoki),BTS,7DEKa5Z7Cl8s3Y7imb88OM,0.571,0.422,1,-7.561,0,0.0422,0.374,0.0,0.127,0.169,113.016
134340,BTS,1MX0g22bQkr9HDVe37fLnN,0.665,0.687,11,-6.466,0,0.0547,0.155,9.28e-05,0.173,0.651,106.023
Paradise,BTS,1YO4xJXhh9A1Feg9k8xuy2,0.551,0.828,5,-5.523,1,0.352,0.214,0.0,0.0571,0.928,139.662
Love Maze,BTS,4ROdFnoZNn2RTmwct0cVpx,0.637,0.876,9,-4.652,1,0.0618,0.0483,0.0,0.0728,0.759,149.93
Magic Shop,BTS,5MTGPkmiUuud9NkA0sl2nI,0.531,0.661,1,-5.836,1,0.0907,0.103,0.0,0.0779,0.278,149.934
Airplane pt.2,BTS,4lAE47gj539h8R1yxPhhGG,0.77,0.817,0,-4.092,0,0.0339,0.0265,0.000103,0.084,0.866,139.979
Anpanman,BTS,34OSqW5ULWxmCEMjJ1ZgVW,0.813,0.876,1,-2.92,0,0.0922,0.024,0.0,0.287,0.757,98.989
So What,BTS,0wqqe8k13bJPxRt7FEmnwS,0.657,0.883,9,-4.294,0,0.0733,0.0238,0.0,0.0481,0.461,129.943
Outro: Tear,BTS,27yKZtF7WLdmlLoW8qMssq,0.711,0.903,6,-2.723,0,0.246,0.327,0.0,0.0887,0.469,140.02
INTRO : Ringwanderung,BTS,3asJVXjbxNEOwPUL47wvcc,0.589,0.824,10,-6.402,0,0.26,0.552,0.0275,0.133,0.207,115.3
Best Of Me - Japanese ver.,BTS,6yGKx4J9UdMp7tcaGXWzDj,0.659,0.769,0,-4.262,0,0.0831,0.0366,0.0,0.405,0.398,122.006
血、汗、涙 - Japanese ver.,BTS,6u1ILVDFXcmQGQGCA3h849,0.61,0.892,0,-3.52,0,0.108,0.0704,0.0,0.315,0.576,93.039
DNA - Japanese ver.,BTS,4Bkh5uDlP14vneIoRG0umC,0.574,0.761,1,-3.579,0,0.0849,0.00335,0.0,0.0645,0.597,129.817
Not Today - Japanese ver.,BTS,6aJj9OlLiZVagW8fd8ZtK3,0.598,0.938,0,-4.068,0,0.143,0.00191,0.0,0.88,0.672,110.021
MIC Drop - Japanese ver.,BTS,3N6te5xi59Ex4HudLKsgGS,0.664,0.913,3,-4.474,0,0.148,0.0136,0.0,0.1,0.622,169.974
Don't Leave Me,BTS,3zIG0WuI5RoJsFYnErkFDU,0.62,0.778,8,-4.622,0,0.0724,0.116,0.0,0.312,0.386,147.012
Go Go - Japanese ver.,BTS,0YguyyCOTyujhSDXWyB4W3,0.837,0.69,10,-4.705,0,0.088,0.222,0.0,0.0833,0.847,136.07
Crystal Snow,BTS,6NbfFVZ01Ttvvqmcok8DxL,0.618,0.766,3,-4.507,1,0.0323,0.117,0.0,0.121,0.448,113.997
Spring Day - Japanese ver.,BTS,4a8guR4owPEdDyLsPIC6HP,0.572,0.825,8,-4.383,1,0.037,0.104,0.0,0.085,0.424,106.976
Let Go,BTS,1OqDvYVDhJyFZny7XlfIyZ,0.558,0.863,4,-3.53,1,0.178,0.17,0.0,0.289,0.388,173.908
OUTRO : Crack,BTS,0qrPZ27AhOahJivGsDbUSS,0.729,0.386,2,-5.623,1,0.382,0.864,0.574,0.114,0.0567,90.138
Intro: Serendipity,BTS,61RvEx7GLYRHQhG7ldjJo1,0.477,0.581,8,-8.795,1,0.119,0.523,0.0,0.201,0.282,129.571
DNA,BTS,3uRLwBjI2TahxslcMTvpFs,0.599,0.775,1,-4.018,0,0.0543,0.0217,0.0,0.0678,0.696,129.817
Best Of Me,BTS,5C6A1WXVfKvBBQmaFFnBgs,0.655,0.756,8,-4.388,1,0.07,0.0298,0.0,0.396,0.469,121.936
dimple,BTS,6pp6xf9zS55GD4nr318XUH,0.612,0.844,5,-4.694,0,0.0757,0.14,0.0,0.289,0.652,134.872
Pied Piper,BTS,1ZPeaPDjQOOC8hw1mNjyjF,0.583,0.712,2,-4.942,0,0.0326,0.2,0.0,0.268,0.778,94.051
Skit: Billboard Music Awards Speech,BTS,6OeYM2861GaP3D1pbBqmbp,0.315,0.694,3,-15.389,1,0.398,0.38,0.000203,0.66,0.327,90.586
MIC Drop,BTS,4gZGAVECoiutzp64KSHNjE,0.667,0.889,6,-4.851,1,0.0917,0.00912,0.0,0.0816,0.541,169.961
Go Go,BTS,5vOT8VO87TAnUjh0oADwb1,0.856,0.617,10,-5.308,0,0.084,0.171,0.0,0.0857,0.759,136.081
Outro: Her,BTS,559U79ujLJSP6OUyH2nGLl,0.48,0.927,3,-5.704,1,0.27,0.317,0.0,0.0583,0.45,88.804
Intro: Boy Meets Evil,BTS,2j9ipQhjMruvvqN2azJgtF,0.573,0.89,5,-3.53,0,0.214,0.0212,0.0,0.132,0.242,130.251
Blood Sweat & Tears,BTS,0Yqr9qtmhjYPUtsFB04g9R,0.584,0.885,0,-3.571,0,0.104,0.0244,0.0,0.357,0.605,92.9
Begin,BTS,0Q2rXWKozTyewEaVUkFhmA,0.566,0.842,9,-5.222,0,0.0442,0.00357,0.000253,0.141,0.308,131.05
Lie,BTS,66N38jZOApS3dGhy8ijBVV,0.541,0.779,6,-5.581,0,0.033,0.00338,0.0,0.177,0.501,94.069
Stigma,BTS,5grRCOfgYUpsGHsDHl4K1Y,0.566,0.475,0,-5.556,0,0.089,0.148,0.0,0.139,0.335,136.442
First Love,BTS,474dlSQ6pirpzcSf58cZOF,0.545,0.74,8,-5.997,0,0.308,0.364,0.0,0.164,0.671,86.842
Reflection,BTS,7MtCKC1shCaN0eaZoEd8yF,0.555,0.607,2,-7.991,1,0.085,0.0135,1.59e-06,0.2,0.273,73.997
MAMA,BTS,25TIeoVFG1QKdMppHdjNq0,0.543,0.739,5,-4.818,0,0.232,0.000226,2.14e-05,0.0816,0.466,185.832
Awake,BTS,1GZ4rjIbktlYy1n7zmyCmq,0.35,0.498,3,-6.589,1,0.0332,0.023,1.99e-06,0.269,0.34,142.803
Lost,BTS,6aDhj6RxOvQ4GFo9U7lZYi,0.547,0.838,9,-4.157,0,0.0544,0.000374,0.0,0.0562,0.47,85.018
BTS Cypher 4,BTS,5tLC6mhPAWJ2s2Wr4A6qHX,0.817,0.797,1,-4.395,0,0.0839,0.00533,7.77e-06,0.0551,0.361,119.978
Am I Wrong,BTS,6u6d06X2GzZ9AjPrh14MJH,0.76,0.834,6,-4.992,1,0.0494,0.00125,1.07e-05,0.0868,0.679,107.988
21st Century Girl,BTS,6GxNA9J3P70amAXKUPghid,0.716,0.906,2,-3.539,1,0.0719,0.00424,0.0,0.0547,0.763,101.029
2! 3!,BTS,0G1Y5QG8wULxMzm45vqPIZ,0.442,0.928,7,-4.096,1,0.207,0.0257,0.0,0.1,0.601,169.847
Spring Day,BTS,2j1fFjWHCI9KJSwcuYAOyF,0.539,0.846,8,-3.192,1,0.0354,0.00631,1.71e-06,0.13,0.462,106.994
Not Today,BTS,3wyrhwPpV8uhMMEms4vG3X,0.593,0.945,8,-3.408,1,0.126,0.00174,0.0,0.923,0.674,110.023
Outro: Wings,BTS,7kyUapJyppdjzoAWB6XS14,0.651,0.903,11,-3.117,0,0.129,0.00503,0.0,0.0875,0.658,125.032
A Supplementary Story: You Never Walk Alone,BTS,2ZbYyDM0pacTwP2odNsdlo,0.696,0.903,8,-4.788,1,0.151,0.00596,0.0,0.0668,0.59,127.994
Intro: Boy Meets Evil,BTS,1hlT8F0X27uf3fpOWawjbY,0.573,0.89,5,-3.53,0,0.214,0.0212,0.0,0.132,0.242,130.251
Blood Sweat & Tears,BTS,2u54HNQamwFuOMLSuhSRom,0.584,0.885,0,-3.571,0,0.104,0.0244,0.0,0.357,0.605,92.9
Begin,BTS,0bGJHUPR6ems9tzIljlPFR,0.566,0.842,9,-5.222,0,0.0442,0.00357,0.000253,0.141,0.308,131.05
Lie,BTS,1nWB8isqs2tviWk20G5pow,0.541,0.779,6,-5.581,0,0.033,0.00338,0.0,0.177,0.501,94.069
Stigma,BTS,3LTwMQ9kkn5VVhP3jipBlR,0.566,0.475,0,-5.556,0,0.089,0.148,0.0,0.139,0.335,136.442
First Love,BTS,1UeVC9gDeHxwlWOQyQJerj,0.545,0.74,8,-5.997,0,0.308,0.364,0.0,0.164,0.671,86.842
Reflection,BTS,6O7358UPKsUumzjumFxVtp,0.555,0.607,2,-7.991,1,0.085,0.0135,1.59e-06,0.2,0.273,73.997
MAMA,BTS,51hIGgLnT8s6gEzjVqKlEF,0.543,0.739,5,-4.818,0,0.232,0.000226,2.14e-05,0.0816,0.466,185.832
Awake,BTS,3gxNkvcP8scSzL6mGznTn3,0.35,0.498,3,-6.589,1,0.0332,0.023,1.99e-06,0.269,0.34,142.803
Lost,BTS,2So2zLatKtnIP0cy3a4Fn0,0.547,0.838,9,-4.157,0,0.0544,0.000374,0.0,0.0562,0.47,85.018
BTS Cypher 4,BTS,4cTSnpyaIR1qGaTOLJunDM,0.817,0.797,1,-4.395,0,0.0839,0.00533,7.77e-06,0.0551,0.361,119.978
Am I Wrong,BTS,7BFVLQASwcGrxEPsz1teIW,0.76,0.834,6,-4.992,1,0.0494,0.00125,1.07e-05,0.0868,0.679,107.988
21st Century Girl,BTS,52d5NT69mkmr6WzvQJ9vHr,0.716,0.906,2,-3.539,1,0.0719,0.00424,0.0,0.0547,0.763,101.029
2! 3!,BTS,3KVOfGrYVjoP1w8T2HVltm,0.442,0.928,7,-4.096,1,0.207,0.0257,0.0,0.1,0.601,169.847
Interlude: Wings,BTS,6dNOlenVY8vp29pkMZOd7c,0.638,0.851,11,-3.042,0,0.0663,0.0102,0.0,0.114,0.6,124.992
Introduction : Youth,BTS,5KLKbUVfdHOTCDybf61LEW,0.563,0.909,6,-5.321,0,0.086,0.00148,0.0028,0.364,0.547,87.01
Run - Japanese Ver.,BTS,0z9xZhi7E8M6JDTL5AvqKh,0.531,0.863,11,-3.499,0,0.0411,0.000741,0.000119,0.21,0.551,132.982
Fire - Japanese Ver.,BTS,37T5IYyhKNow16Rf2eohTt,0.651,0.714,3,-2.977,0,0.0699,0.00359,0.0,0.125,0.508,99.999
Dope - Chou Yabee! - Japanese Ver.,BTS,1BGpj3UnDSB5TPPw1XYi2g,0.579,0.897,10,-3.566,0,0.212,0.0285,0.0,0.43,0.545,154.002
Good Day,BTS,2aTDPjGFdyBfc3lKLAAaoI,0.611,0.89,6,-3.711,1,0.0451,0.0106,0.0,0.075,0.665,94.956
Save Me - Japanese Ver.,BTS,3ynWDFCcw9CXngKnxoVIfj,0.623,0.804,1,-3.705,1,0.0735,0.0498,0.0,0.0903,0.394,140.077
Funtan Syounendan - Japanese Ver.,BTS,5mONT68829wu4YdMajlTgM,0.69,0.962,1,-3.66,1,0.199,0.0537,0.0,0.347,0.77,116.029
Peppuse - Japanese Ver.,BTS,7jv4hEfdRuXKpex8uZBKtE,0.669,0.885,9,-3.622,1,0.118,0.000955,0.0,0.0398,0.544,166.967
Wishing On A Star,BTS,3UvbL9zd4XTsCL8O6Qp2bR,0.543,0.832,8,-4.717,1,0.209,0.0168,0.0,0.0398,0.636,179.963
Butterfly - Japanese Ver.,BTS,5jTNR1Mqi0wLYniACLTmMo,0.319,0.785,1,-4.549,1,0.0674,0.025,0.0,0.074,0.231,149.027
For You,BTS,2offgVA6h500KKIvUYU5kP,0.548,0.809,4,-4.533,1,0.185,0.44,0.0,0.102,0.574,165.892
I Need U - Japanese Ver.,BTS,6VcJUprKUPI1jgsQ78MJrO,0.497,0.866,5,-4.02,0,0.0681,0.0147,0.0,0.161,0.732,158.049
Epilogue : Young Forever - Japanese Ver.,BTS,0FHsHpMfgHnh8HIE1qCwoI,0.461,0.76,5,-4.299,0,0.236,0.0221,0.0,0.104,0.349,87.434
Intro: The Most Beautiful Moment in Life,BTS,2C4AmTAKoJQgfMDXFasXcY,0.494,0.97,7,-3.513,0,0.444,0.205,0.0,0.0692,0.23,92.56
I Need U,BTS,6EWoLZ6n26bF3Cl9Hq3pqv,0.485,0.897,5,-2.383,0,0.0678,0.0184,0.0,0.296,0.649,78.851
Hold Me Tight,BTS,7gnIQ7K1TBbIvhVrR4c4gI,0.64,0.799,6,-4.673,1,0.262,0.0155,4.4e-06,0.218,0.376,139.962
Autumn Leaves,BTS,0S6rA2IKknGGsyZNEkwRJB,0.625,0.799,10,-3.54,0,0.0427,0.0108,0.0,0.144,0.316,105.007
Butterfly - Prologue Mix,BTS,0XwvxY5yMRI7vh55eBRe3B,0.373,0.541,1,-6.451,1,0.0526,0.0446,0.001,0.0909,0.134,69.98
Run,BTS,0RElgFnZjIZ0hLlO4WY14R,0.577,0.878,6,-2.935,0,0.0442,0.00164,0.0,0.0892,0.514,132.943
Ma City,BTS,612T32kWgsXgsJ5gl8KXpN,0.678,0.97,6,-2.155,0,0.0989,0.000264,0.0,0.0548,0.783,122.017
Silver Spoon,BTS,5PRJlVG1c2JNa85mFoGARM,0.649,0.875,9,-2.88,1,0.0702,0.00128,0.0,0.0486,0.557,166.925
Dope,BTS,4o3Ao6wY5fbJR32fQKabfQ,0.579,0.896,10,-2.781,0,0.225,0.0272,1.02e-06,0.352,0.678,153.991
Burning Up (Fire),BTS,0aE3V0zgSD2YwkEHW42gxG,0.626,0.706,10,-3.201,0,0.0596,0.00225,0.0,0.122,0.534,99.939
Save Me,BTS,7bxGcILuAjkZzaveU28ZJS,0.613,0.822,1,-3.48,1,0.062,0.0269,0.0,0.0783,0.54,139.936
Epilogue: Young Forever,BTS,6BskTMfDjXVzeqQHOau5Vi,0.606,0.815,5,-3.818,0,0.232,0.04,0.0,0.119,0.386,88.054
Converse High,BTS,4XtvJ78i5yI5QigVHuxWZt,0.72,0.803,1,-3.67,1,0.0963,0.0245,0.0,0.2,0.804,97.999
