track,artist,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
The Songcord,Zoe Saldana,43uFqqDlSL5YhKcPnzJi4b,0.223,0.143,9,-19.269,0,0.0345,0.765,5.07e-05,0.35,0.0606,116.146
Dawn FM,The Weeknd,3gj1hwjku4JaoamjJVqIIl,0.28,0.478,9,-8.755,0,0.037,0.674,5.85e-05,0.483,0.0807,111.65
Gasoline,The Weeknd,6Uj2XaahtYXK2WeD7GGwBY,0.728,0.741,6,-7.075,0,0.0473,0.000582,0.00206,0.33,0.31,123.006
How Do I Make You Love Me?,The Weeknd,3kOtREqmcGaEA2KhqffFnw,0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37e-05,0.085,0.636,121.006
Take My Breath,The Weeknd,3WXyY2PxX88kpBtB0GH61w,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02
Sacrifice,The Weeknd,0xa4hvXeYHRRNhA7wBfUar,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0
A Tale By Quincy,The Weeknd,23iLEDPEJpcfYOw1tVhd2o,0.447,0.512,5,-8.67,0,0.128,0.679,2.98e-05,0.096,0.571,67.291
Out of Time,The Weeknd,25C86uEjQ0fjj3bvsxIusO,0.617,0.762,0,-4.467,0,0.0469,0.232,0.0,0.291,0.823,92.971
"Here We Go… Again (feat. Tyler, the Creator)",The Weeknd,0khQeEwEv6GndVypzpGOG5,0.469,0.623,1,-4.432,1,0.0302,0.345,0.0,0.588,0.198,134.943
Best Friends,The Weeknd,4cm7Ap6IWH6m8JyB9IXT3x,0.737,0.564,4,-7.045,0,0.105,0.436,0.0,0.351,0.528,90.0
Is There Someone Else?,The Weeknd,37zcCimcUGurQoLEAuN8nR,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951
Starry Eyes,The Weeknd,2022B8GxEstpvibwgbJ15s,0.309,0.418,9,-8.622,0,0.031,0.465,7.58e-05,0.295,0.146,134.23
Every Angel is Terrifying,The Weeknd,7q9Sr5kCkha0L49GAQctHl,0.447,0.959,0,-5.59,1,0.348,0.109,2.75e-05,0.0498,0.46,118.167
Don’t Break My Heart,The Weeknd,3TVnaEVbUBFmWYk9IOIwRo,0.767,0.618,10,-7.163,1,0.032,0.31,0.0,0.179,0.243,121.959
I Heard You're Married (feat. Lil Wayne),The Weeknd,7p2wRa4m9KVXEXUlkJLhUi,0.736,0.848,9,-5.494,0,0.171,0.103,0.0,0.299,0.784,109.946
Less Than Zero,The Weeknd,02w1rM6spvEcbFxd63xCl2,0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981
Phantom Regret by Jim,The Weeknd,0DvtQkuaV0VrSHgb5pwRke,0.394,0.519,9,-11.042,0,0.0465,0.75,0.195,0.129,0.241,110.113
Moth To A Flame (with The Weeknd),Swedish House Mafia,1S9DHKpS73KFVN7nnIql3f,0.542,0.659,8,-7.289,1,0.0389,0.00279,0.0,0.105,0.109,120.122
Dawn FM - OPN Remix,The Weeknd,1Jz0fAhw41suiAVekjAoLi,0.337,0.719,9,-4.068,0,0.0375,0.586,0.00167,0.1,0.275,184.537
How Do I Make You Love Me? - Sebastian Ingrosso & Salvatore Ganacci Remix,The Weeknd,2urqWNGpjl07PLAafoa5nT,0.863,0.802,7,-4.995,0,0.0476,0.0145,0.597,0.111,0.379,124.012
Sacrifice (Remix) (feat. Swedish House Mafia),The Weeknd,0QE33jkiMTzCI8momkDmQY,0.774,0.742,6,-7.391,0,0.0784,0.0312,5.03e-05,0.0907,0.677,122.028
Out of Time - KAYTRANADA Remix,The Weeknd,6yuRNAxPh712eIib8UPI6U,0.737,0.673,5,-6.962,0,0.271,0.0924,3.73e-05,0.0908,0.597,108.033
Best Friends - Remix,The Weeknd,6I5gj0D4OEScl48BPFR0J1,0.608,0.649,4,-6.569,0,0.113,0.24,0.0,0.311,0.612,180.22
Starry Eyes - MIKE DEAN Remix,The Weeknd,5T0ZsRG7hVgXeffepN8Kmk,0.318,0.475,9,-7.513,0,0.0329,0.477,2.76e-05,0.341,0.254,99.981
Take My Breath - Single Version,The Weeknd,3nUHfbfj1cpnn8ZjS4tNDW,0.746,0.739,8,-6.008,1,0.0488,0.0102,2.15e-05,0.101,0.512,121.009
Dawn FM,The Weeknd,6krYS8KtmNAYyb5uTZiYW4,0.28,0.478,9,-8.755,0,0.037,0.674,5.85e-05,0.483,0.0807,111.65
Gasoline,The Weeknd,3KyKxJ4P3pVCgaZwaq2rUC,0.728,0.741,6,-7.075,0,0.0473,0.000582,0.00206,0.33,0.31,123.006
How Do I Make You Love Me?,The Weeknd,2Ghp894n1laIf2w98VeAOJ,0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37e-05,0.085,0.636,121.006
Take My Breath,The Weeknd,2vgUijXOTRMnWXDtvgMp2b,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02
Sacrifice,The Weeknd,1nH2PkJL1XoUq8oE6tBZoU,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0
A Tale By Quincy,The Weeknd,759ndr57jb0URg4j9YSWml,0.447,0.513,5,-8.67,0,0.127,0.679,2.98e-05,0.096,0.572,67.289
Out of Time,The Weeknd,2SLwbpExuoBDZBpjfefCtV,0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057
"Here We Go… Again (feat. Tyler, the Creator)",The Weeknd,1NhjYYcYTRywc0di98xHxf,0.469,0.623,1,-4.432,1,0.0302,0.345,0.0,0.588,0.198,134.943
Best Friends,The Weeknd,1E5Xu8dur0fAjSP1VpVhAZ,0.737,0.564,4,-7.045,0,0.105,0.436,0.0,0.351,0.528,90.0
Is There Someone Else?,The Weeknd,0mL82sxCRjrs3br407IdJh,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951
Starry Eyes,The Weeknd,6zzdyvVWjGrQBraSvuqJPY,0.309,0.418,9,-8.622,0,0.031,0.465,7.58e-05,0.295,0.146,134.23
Every Angel is Terrifying,The Weeknd,3vJcz8exedHCjQ9ed95NqU,0.447,0.959,0,-5.59,1,0.348,0.109,2.75e-05,0.0498,0.46,118.167
Don’t Break My Heart,The Weeknd,6a4GH1gljLL7VvmO9u5O92,0.767,0.618,10,-7.163,1,0.032,0.31,0.0,0.179,0.243,121.959
I Heard You’re Married (feat. Lil Wayne),The Weeknd,5XbA7TAqsD0fj0dGBrbb0D,0.736,0.848,9,-5.494,0,0.171,0.103,0.0,0.299,0.784,109.946
Less Than Zero,The Weeknd,2D4dV2KXDTszzJ3p3cFqhA,0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981
Phantom Regret by Jim,The Weeknd,1NlK2NtpuUazpziLhnJwEV,0.394,0.519,9,-11.042,0,0.0465,0.75,0.195,0.129,0.241,110.113
Alone Again,The Weeknd,1oCyEPXnvytOWS5S9mBE8N,0.255,0.653,6,-7.972,0,0.0551,0.0337,0.107,0.168,0.058,90.673
Too Late,The Weeknd,4LKx0dlvzsmntdhMCTtV97,0.64,0.869,4,-5.179,0,0.124,0.0514,0.000121,0.691,0.185,119.949
Hardest To Love,The Weeknd,5GM4EsVHaxGjzgQ81S2J61,0.466,0.609,10,-7.874,1,0.065,0.0911,9.32e-05,0.122,0.103,81.186
Scared To Live,The Weeknd,6hU8kY1Pot3gvEHb9CVj3F,0.48,0.493,0,-8.311,1,0.0512,0.123,0.0,0.0995,0.211,87.343
Snowchild,The Weeknd,1Hp7vdJwQ4ozmAJzPAJpfX,0.676,0.61,0,-7.558,1,0.114,0.166,6.47e-05,0.122,0.24,148.118
Escape From LA,The Weeknd,51a6oFNsFpB2zew1tdzT6I,0.423,0.548,5,-9.006,0,0.0567,0.0476,0.00269,0.187,0.169,146.099
Heartless,The Weeknd,0HhSydjvwLiBjnVQCG5SjK,0.537,0.752,10,-5.488,0,0.132,0.0187,1.36e-06,0.145,0.234,169.97
Faith,The Weeknd,3V937b8IsyJ0ZvVHxreiMs,0.355,0.605,0,-7.34,0,0.0774,0.614,0.0483,0.146,0.123,175.472
Blinding Lights,The Weeknd,4eQO9RHTjYT1O9DTuZLj9v,0.518,0.727,1,-5.947,1,0.0557,0.00153,0.000152,0.0882,0.342,170.962
In Your Eyes,The Weeknd,7gCFW1KSX4gDgAhro23URU,0.667,0.72,7,-5.349,0,0.0331,0.00255,7.89e-05,0.0753,0.705,100.021
Save Your Tears,The Weeknd,2pGp7wk76ZfbxYG5MRwfcs,0.684,0.817,0,-5.499,1,0.0308,0.0222,2.19e-05,0.439,0.623,118.059
Repeat After Me (Interlude),The Weeknd,5dMVtDN1RDNTOL92oDncwd,0.555,0.607,0,-7.907,1,0.0301,0.0313,0.00018,0.101,0.145,94.945
After Hours,The Weeknd,32HKm4gUeUqQ8SQ28uGYUo,0.659,0.572,5,-6.103,0,0.0304,0.0784,0.00772,0.123,0.14,108.968
Until I Bleed Out,The Weeknd,2BTkcHMf8j5pqa5UIMFGcy,0.249,0.37,0,-9.975,0,0.0357,0.444,4.44e-05,0.0911,0.178,125.209
Nothing Compares - Bonus Track,The Weeknd,6utQlfLooYsUkq5xUg3vxt,0.532,0.577,1,-9.313,1,0.0352,0.00253,0.0437,0.234,0.0397,131.922
Missed You - Bonus Track,The Weeknd,5SGEPm9ge10bD4j3ec9UHV,0.689,0.374,5,-10.038,0,0.0851,0.115,0.000132,0.111,0.321,151.98
Final Lullaby - Bonus Track,The Weeknd,4TA5KWeqdDmgdVPHE7Yj3B,0.604,0.26,11,-10.498,1,0.0373,0.841,9.33e-05,0.327,0.318,100.901
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd,2PipF4mcI9d6cqq5AAp7GU,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091
Alone Again,The Weeknd,6b5P51m8xx2XA6U7sdNZ5E,0.218,0.652,4,-7.953,0,0.0641,0.033,0.111,0.172,0.0599,65.375
Too Late,The Weeknd,2K9Ovn1o2bTGqbsABGC6m3,0.638,0.863,4,-5.221,0,0.132,0.052,5.46e-05,0.685,0.226,120.077
Hardest To Love,The Weeknd,6kWxIqQDsKFYCJGbU4AjCX,0.467,0.608,10,-7.847,1,0.0707,0.0909,8.83e-05,0.125,0.108,80.957
Scared To Live,The Weeknd,4BGZF4oLbTL0pWm7C18pbv,0.504,0.498,0,-8.24,1,0.0499,0.131,0.0,0.0929,0.196,87.221
Snowchild,The Weeknd,3WlbeuhfRSqU7ylK2Ui5U7,0.55,0.611,0,-7.475,1,0.137,0.162,6.88e-05,0.121,0.243,148.062
Escape From LA,The Weeknd,1sOW4PuG5X3Ie3EXUhAopJ,0.404,0.524,5,-8.996,0,0.0593,0.0456,0.00316,0.199,0.168,145.74
Heartless,The Weeknd,6bnF93Rx87YqUBLSgjiMU8,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062
Faith,The Weeknd,3orEOtd8CPL8GFlpRpKuoE,0.375,0.605,0,-7.268,0,0.0729,0.612,0.0448,0.147,0.128,175.946
Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005
In Your Eyes,The Weeknd,7szuecWAPwGoV1e5vGu8tl,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021
Save Your Tears,The Weeknd,5QO79kh1waicV47BqGRL3g,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051
Repeat After Me (Interlude),The Weeknd,40U8d12pC5UHqmHwXjHjjl,0.555,0.619,0,-7.918,1,0.0314,0.0323,0.000224,0.0917,0.141,95.032
After Hours,The Weeknd,2p8IUWQDrpjuFltbdgLOag,0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959
Until I Bleed Out,The Weeknd,2BcnxwxBuar5wjCaLqm5N3,0.245,0.394,0,-9.887,0,0.0374,0.423,2.9e-05,0.093,0.148,115.233
Call Out My Name,The Weeknd,09mEdoA6zrmBPgTEN5qXmN,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17
Try Me,The Weeknd,4ppTAJUbNXELZcoUaL90wo,0.456,0.679,8,-5.778,0,0.064,0.596,0.000573,0.129,0.107,92.026
Wasted Times,The Weeknd,7DKS0rX27cCEPsK0R6tFWS,0.56,0.678,10,-6.167,0,0.0581,0.61,1.42e-05,0.111,0.29,122.585
I Was Never There,The Weeknd,1cKHdTo9u0ZymJdPGSh6nq,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26
Hurt You,The Weeknd,6QdnKD1zwEgyOWtkrdzlOF,0.476,0.718,5,-7.227,0,0.149,0.263,0.00261,0.109,0.361,183.932
Privilege,The Weeknd,0Nwar8rweBUyfyuoyjjUvk,0.404,0.564,11,-7.013,0,0.0344,0.915,0.00252,0.134,0.371,93.631
Call Out My Name - A Cappella,The Weeknd,5PTfZsGlsDDPH8i3PdQnXJ,0.397,0.339,1,-6.688,1,0.0361,0.887,0.0,0.306,0.459,135.089
Starboy,The Weeknd,7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003
Party Monster,The Weeknd,4F7A0DXBrmUAkp32uenhZt,0.573,0.63,1,-8.389,1,0.105,0.189,2.31e-05,0.259,0.218,77.525
False Alarm,The Weeknd,4oeaIftdpT3JuZLcCkKmVE,0.517,0.677,8,-6.373,0,0.0746,0.0324,3.37e-05,0.189,0.192,173.978
Reminder,The Weeknd,37F0uwRSrdzkBiuj0D5UHI,0.706,0.505,8,-6.923,1,0.193,0.142,0.0,0.164,0.388,160.053
Rockin’,The Weeknd,36YCdzT57us0LhDmCYtrNE,0.738,0.885,9,-5.547,0,0.206,0.0133,0.0,0.0821,0.752,112.878
Secrets,The Weeknd,00NAQYOP4AmWR549nnYJZu,0.664,0.771,0,-5.779,1,0.0533,0.0155,9.6e-06,0.46,0.763,109.945
True Colors,The Weeknd,1oGdVdYjeQvojGKDddxLQQ,0.624,0.424,1,-8.237,1,0.24,0.286,0.0,0.173,0.584,76.671
Stargirl Interlude,The Weeknd,4EDijkJdHBZZ0GwJ12iTAj,0.638,0.474,5,-12.7,0,0.124,0.351,0.191,0.105,0.441,179.771
Sidewalks,The Weeknd,4h90qkbnW1Qq6pBhoPvwko,0.542,0.72,1,-5.136,0,0.0628,0.147,0.0,0.348,0.623,149.828
Six Feet Under,The Weeknd,4mU5iXHeLgbR94siF7p1sY,0.772,0.504,6,-8.219,0,0.0761,0.129,0.0,0.125,0.244,140.035
Love To Lay,The Weeknd,27BgDmciSjoxTG0almHTpZ,0.711,0.807,7,-5.052,0,0.0608,0.052,0.0,0.214,0.698,116.971
A Lonely Night,The Weeknd,0ifooM33X1iBxVYyOkSbXW,0.853,0.663,7,-6.955,0,0.0755,0.0431,8.71e-06,0.0891,0.864,113.998
Attention,The Weeknd,6pDVjCUA3B1vg9waKutAsv,0.671,0.428,4,-7.052,0,0.124,0.688,0.000182,0.119,0.362,148.04
Ordinary Life,The Weeknd,15k2nBQJ0teDmPZHrOXL2N,0.537,0.587,7,-7.486,0,0.0771,0.0275,0.0,0.0961,0.365,149.748
Nothing Without You,The Weeknd,57qiTKh8bVX0VtfUNTQqhw,0.575,0.634,1,-8.1,1,0.068,0.0646,0.0,0.0878,0.191,109.825
All I Know,The Weeknd,0NWqNXBJTpXbkI5rPWNy3p,0.467,0.417,8,-10.614,0,0.074,0.421,0.000202,0.102,0.171,120.021
Die For You,The Weeknd,2Ch7LmS7r2Gy2kc64wv3Bz,0.582,0.525,1,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249
I Feel It Coming,The Weeknd,3dhjNA0jGA8vHBQ1VdD6vV,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987
Real Life,The Weeknd,03j354P848KtNU2FVSwkDG,0.581,0.652,11,-5.039,0,0.0496,0.439,0.0,0.351,0.358,90.634
Losers,The Weeknd,1bAvtmTl0F9loyz9AwPwp7,0.666,0.485,0,-9.85,0,0.053,0.0355,0.000599,0.504,0.287,91.007
Tell Your Friends,The Weeknd,1mhVXWduD8ReDwusfaHNwU,0.583,0.454,1,-11.091,0,0.0425,0.265,0.0,0.181,0.309,74.64
Often,The Weeknd,4PhsKqMdgMEUSstTDAmMpg,0.572,0.631,7,-9.836,0,0.0476,0.222,0.0,0.135,0.0713,134.078
The Hills,The Weeknd,7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003
Acquainted,The Weeknd,7uJH0YdSZL6psjxI6Xy08b,0.372,0.478,7,-9.835,0,0.0503,0.482,0.0,0.0844,0.254,101.102
Can't Feel My Face,The Weeknd,22VdIZQfgXJea34mQxlt81,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949
Shameless,The Weeknd,6C6fHTuFUxVtJpBOOaMvJr,0.603,0.563,6,-8.313,1,0.027,0.147,0.0,0.109,0.234,100.06
Earned It (Fifty Shades Of Grey),The Weeknd,4frLb7nWtsz2ymBE6k2GRP,0.659,0.291,2,-8.275,0,0.0348,0.405,0.0,0.0771,0.406,119.829
In The Night,The Weeknd,25KybV9BOUlvcnv7nN3Pyo,0.505,0.68,7,-4.993,1,0.0714,0.0796,0.0,0.0465,0.539,168.022
As You Are,The Weeknd,3H3qBumaYj67PT3aMEBvAP,0.377,0.329,0,-9.67,0,0.0569,0.131,0.00654,0.279,0.0528,173.663
Dark Times,The Weeknd,6J7PIkhtHwmFjPLq0SyuPj,0.501,0.403,7,-9.611,1,0.0747,0.116,1.03e-05,0.124,0.27,132.608
Prisoner,The Weeknd,1gZADNt16Oh23jWyMYRk4p,0.551,0.405,0,-12.756,0,0.0398,0.443,0.000217,0.11,0.341,135.017
Angel,The Weeknd,0wzPHTgOtFIDhk2rD3Au4x,0.626,0.583,10,-7.574,0,0.0435,0.105,0.0,0.115,0.335,127.966
Professional,The Weeknd,7gSjRw3wKuTeDdM0lwp9rv,0.405,0.619,11,-8.92,0,0.0618,0.163,0.000322,0.0788,0.234,120.087
The Town,The Weeknd,3lcEVP5beEkAFiFIG5D0QF,0.625,0.523,1,-8.227,0,0.0369,0.366,2.54e-06,0.0826,0.191,139.964
Adaptation,The Weeknd,3FvDYk5IC5Um84kK5FbJGR,0.642,0.793,11,-6.799,0,0.0691,0.159,0.000557,0.305,0.623,114.96
Love In The Sky,The Weeknd,5vjgyZm1Zhtg4RptN4evNQ,0.645,0.736,9,-6.862,0,0.0514,0.16,0.000156,0.6,0.347,115.03
Belong To The World,The Weeknd,4w1dIZxwO83XpKo5wgLhkk,0.503,0.858,5,-6.27,0,0.0578,0.00392,0.0,0.119,0.361,121.008
Live For,The Weeknd,4ER9305DBAmJqj2P96TfBr,0.624,0.68,0,-7.64,1,0.112,0.517,0.0,0.114,0.227,75.983
Wanderlust,The Weeknd,5OmX5lXxZ5sQgPuSHDn293,0.637,0.652,1,-5.237,0,0.0435,0.0664,0.177,0.0714,0.0725,115.923
Kiss Land,The Weeknd,5FUn6vN4PDHXxqnb5LQhJQ,0.324,0.852,11,-6.675,0,0.109,0.0415,0.0,0.0609,0.4,121.886
Pretty,The Weeknd,3ZhnXFSunfOPWSqfLLQA9W,0.572,0.685,11,-6.829,0,0.0397,0.0355,3.43e-05,0.315,0.328,126.049
Tears In The Rain,The Weeknd,7FeSiBUEyqxlKvjGbfwKku,0.655,0.636,1,-7.841,1,0.0452,0.109,0.23,0.0842,0.191,160.01
Wanderlust,The Weeknd,14p9UeyB3zxuo62wRjk5iR,0.744,0.599,1,-7.476,0,0.0407,0.0997,0.00165,0.104,0.477,116.007
Odd Look,Kavinsky,7xcqbjV2NfxlnJzqdRuO7E,0.627,0.897,10,-3.647,0,0.0504,0.246,0.0,0.117,0.257,104.947
Professional,The Weeknd,5ZicFGBDAi9J2YCVesboUp,0.405,0.619,11,-8.92,0,0.0615,0.162,0.000334,0.0788,0.234,120.092
The Town,The Weeknd,7jGr8wzgwOVLuktY66qM5f,0.625,0.524,1,-8.227,0,0.0369,0.361,2.67e-06,0.0826,0.191,139.968
Adaptation,The Weeknd,4pHQ9RYFhn3W0ha5KEuMnj,0.642,0.79,11,-6.8,0,0.0681,0.151,0.000583,0.305,0.613,114.96
Love In The Sky,The Weeknd,3WKYPmiPpJas9j5Aari5iK,0.644,0.736,9,-6.862,0,0.0514,0.16,0.000156,0.6,0.347,115.032
Belong To The World,The Weeknd,3D7izPzeEcz7lBhcCZJccl,0.501,0.858,5,-6.27,0,0.0578,0.00392,0.0,0.119,0.361,121.018
Live For,The Weeknd,3kgqHVqfiabABjaFi9Tnhn,0.626,0.68,0,-7.64,1,0.112,0.517,0.0,0.114,0.227,75.978
Wanderlust,The Weeknd,6V9TlCdwLeQes4FX5zxz3f,0.637,0.652,1,-5.237,0,0.0435,0.0668,0.175,0.0714,0.0725,115.924
Kiss Land,The Weeknd,5idmfDT06TjCQ1SPDsa5qh,0.324,0.852,11,-6.675,0,0.109,0.0415,0.0,0.061,0.4,121.881
Pretty,The Weeknd,0ei3uNcwJOiUocuks1vWcb,0.58,0.685,11,-6.829,0,0.0394,0.0355,3.42e-05,0.315,0.331,125.968
Tears In The Rain,The Weeknd,5oAOK7xCJD8hzp9PuxjULL,0.655,0.636,1,-7.84,1,0.0453,0.109,0.237,0.0842,0.185,160.01
High For This,The Weeknd,5fohLPNqO6TqwrZ7BoUWUT,0.465,0.403,11,-8.895,0,0.0755,0.744,0.000667,0.0777,0.0687,74.95
What You Need,The Weeknd,7IpDQcksaT8SxS7vOX4SRm,0.657,0.405,0,-8.637,0,0.0584,0.525,0.072,0.146,0.0673,133.895
House Of Balloons / Glass Table Girls,The Weeknd,50iiDJGpAPdr2VTrz999XA,0.65,0.711,0,-5.417,1,0.0377,0.0123,0.00943,0.301,0.319,89.019
The Morning,The Weeknd,6u0dQik0aif7FQlrhycG1L,0.652,0.549,6,-7.555,0,0.039,0.317,0.0,0.104,0.186,120.073
Wicked Games,The Weeknd,6VwBbL8CzPiC4QV66ay7oR,0.658,0.591,9,-5.197,1,0.0309,0.00959,5.27e-06,0.325,0.326,114.078
The Party & The After Party,The Weeknd,0dcf0L6F1LUA1nE2zWH4J2,0.438,0.634,5,-7.456,0,0.337,0.476,0.0,0.113,0.397,203.585
Coming Down,The Weeknd,3PsS445MHcmtroGTstfTbm,0.665,0.612,2,-4.664,0,0.0314,0.487,0.000194,0.183,0.25,120.989
Loft Music,The Weeknd,7xqANDRz8JFxkwfY65WISy,0.287,0.498,6,-7.523,0,0.177,0.581,7.56e-05,0.322,0.0634,171.725
The Knowing,The Weeknd,6AirEKLAv80bFaIDKpMi7I,0.451,0.573,6,-8.277,0,0.0303,0.571,0.00744,0.172,0.087,85.921
Twenty Eight,The Weeknd,1FJrsh1NbV9eRw5JQt3M4e,0.639,0.633,3,-7.338,0,0.0352,0.574,0.000218,0.111,0.243,129.996
Lonely Star,The Weeknd,0p3sSUXDohjddeKlnvGbCD,0.458,0.705,4,-5.463,0,0.0672,0.395,0.0195,0.601,0.15,157.97
Life Of The Party,The Weeknd,4yzaniwZb01bp0gT5BYwBv,0.554,0.696,9,-7.664,1,0.0335,0.0237,4.51e-05,0.505,0.446,138.051
Thursday,The Weeknd,4fiYSa6ln7h0scprgNEs0g,0.307,0.625,5,-8.983,0,0.062,0.472,0.000577,0.144,0.183,180.467
The Zone,The Weeknd,46X8c9qJzpBLYcos3OX0CE,0.619,0.521,3,-8.092,0,0.0744,0.26,0.000542,0.101,0.254,139.886
The Birds Pt. 1,The Weeknd,323ujVhfSg16TlRK0PB5JY,0.571,0.692,0,-6.656,0,0.0545,0.0245,0.0,0.0813,0.22,127.937
The Birds Pt. 2,The Weeknd,51LmI5GE3tHKISLNZMjDPC,0.296,0.518,9,-9.571,0,0.0489,0.745,3.31e-05,0.462,0.0755,183.672
Gone,The Weeknd,3vFj4xuQTXHOuo6L0qGafv,0.494,0.697,7,-7.232,0,0.309,0.708,0.000405,0.0602,0.344,107.669
Rolling Stone,The Weeknd,29fTi7Tdh9CiU8HuVDaqVY,0.693,0.323,3,-11.97,0,0.0306,0.405,2.19e-05,0.149,0.669,129.964
Heaven Or Las Vegas,The Weeknd,3hDnFYwpnY0wONZDkYxUsj,0.524,0.708,11,-8.217,0,0.0603,0.014,0.000166,0.13,0.183,125.025
Valerie,The Weeknd,4fLnXd56RsWN4ZBtb9TegQ,0.641,0.539,5,-6.351,0,0.0463,0.346,7.04e-06,0.0837,0.436,148.004
D.D.,The Weeknd,7eZ7ODAt9cALYnWLO8F6Fd,0.68,0.707,7,-7.225,0,0.0987,0.479,0.0,0.511,0.382,119.993
Montreal,The Weeknd,6fRgjqJptZry7fipP2Beyh,0.497,0.803,5,-4.46,0,0.132,0.0447,1.77e-05,0.424,0.155,183.883
Outside,The Weeknd,1yhDPgIPGoe3Bf8wRsK4u7,0.565,0.446,0,-9.26,0,0.0531,0.693,0.0,0.469,0.266,140.121
XO / The Host,The Weeknd,0C5WrEPjUYPxVkKyth1Lbz,0.438,0.593,2,-7.786,1,0.049,0.375,1.8e-05,0.388,0.0791,127.994
Initiation,The Weeknd,3H37ijjdmKz0dQLgUGzpjx,0.659,0.526,1,-7.318,1,0.14,0.45,0.0,0.292,0.495,139.748
Same Old Song,The Weeknd,3Dt75NjLThmoBTp5wQC7g7,0.771,0.56,5,-5.636,0,0.0692,0.415,4.86e-05,0.536,0.389,109.978
The Fall,The Weeknd,0cAHXlLhQjSKDN6vjc4LD6,0.464,0.688,1,-7.444,1,0.0549,0.248,0.000261,0.629,0.183,75.054
Next,The Weeknd,4m0KaNb0ClCOvgThd2Gv2b,0.63,0.682,6,-7.317,1,0.0551,0.715,0.0,0.115,0.391,112.077
Echoes Of Silence,The Weeknd,5dikapPlQPrsT3xUsUjj0N,0.214,0.156,6,-17.515,0,0.0443,0.951,0.00797,0.101,0.132,75.654
Till Dawn (Here Comes The Sun),The Weeknd,6Rqe6ghJ6t9SlQ2pRrt5tI,0.697,0.542,9,-8.946,0,0.0437,0.821,0.000452,0.134,0.547,99.988
D.D. - Original,The Weeknd,0WdJTI3UVvUMbLwPk5ObKI,0.677,0.663,7,-6.582,0,0.0773,0.687,0.0,0.643,0.412,119.966
Montreal - Original,The Weeknd,0UGdO687azruy9tFlCxO6F,0.54,0.775,7,-4.118,0,0.0992,0.0598,2.93e-05,0.624,0.166,183.822
Outside - Original,The Weeknd,58yC1Q6XKjmHeWkEWh9O6B,0.578,0.491,5,-7.107,0,0.0469,0.748,0.0,0.16,0.237,139.97
XO / The Host - Original,The Weeknd,0Hs5enNuaAXmJssAybWbOw,0.449,0.717,2,-6.055,1,0.0549,0.419,0.000272,0.346,0.235,127.999
Initiation - Original,The Weeknd,3QWENKFYGEgp3itgTnrgq9,0.644,0.691,1,-6.348,1,0.0655,0.555,5.59e-06,0.211,0.718,139.953
Same Old Song - Original,The Weeknd,37zSTGaP8bfBDGpJnUmSDl,0.795,0.562,8,-4.939,1,0.0439,0.398,1.64e-05,0.574,0.408,109.963
The Fall - Original,The Weeknd,0JGoOLSl8A80mSPBL7ya9U,0.425,0.782,5,-6.52,0,0.0892,0.737,0.000181,0.5,0.41,150.092
Next - Original,The Weeknd,6pG3yiKNsX03ZFTFWdOasv,0.674,0.671,6,-6.323,1,0.0403,0.824,9.05e-06,0.334,0.509,112.051
